Yaw,Pitch,Roll,X Accel,Y Accel,Z Accel,X Rate,Y Rate,Z Rate,Magnetic X,Magnetic Y,Magnetic Z,Gravity X,Gravity Y,Gravity Z,Q1,Q2,Q3,Q4
93.26300048828125,6.741000175476074,-80.4739990234375,1.159999966621399,9.513999938964844,-1.6059999465942383,0.0004030000127386302,-0.0012260000221431255,-0.0005150000215508044,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.4754140079021454,-0.4379369914531708,0.580062985420227,0.49570098519325256
93.26100158691406,6.743000030517578,-80.4739990234375,1.149999976158142,9.529999732971191,-1.565999984741211,-0.0004330000083427876,-0.00040499999886378646,-0.0003600000054575503,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.47540798783302307,-0.43793800473213196,0.5800439715385437,0.4957279860973358
93.26200103759766,6.742000102996826,-80.4739990234375,1.1200000047683716,9.52400016784668,-1.5839999914169312,0.001062000053934753,-0.00018099999579135329,-0.003097000066190958,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.47541600465774536,-0.4379560053348541,0.5800179839134216,0.4957360029220581
93.25800323486328,6.734000205993652,-80.47200012207031,1.1150000095367432,9.545000076293945,-1.6080000400543213,0.0006230000290088356,-0.00018200000340584666,-0.001415999955497682,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.47542300820350647,-0.4379200041294098,0.5800660252571106,0.4957030117511749
93.26300048828125,6.747000217437744,-80.47599792480469,1.1009999513626099,9.538999557495117,-1.6330000162124634,-0.0005869999877177179,0.0015170000260695815,0.003544999985024333,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.47558799386024475,-0.4378899931907654,0.5800989866256714,0.4955340027809143
93.26200103759766,6.761000156402588,-80.48400115966797,1.0479999780654907,9.449000358581543,-1.5839999914169312,0.0014639999717473984,-0.0019470000406727195,-0.006895000115036964,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.4756050109863281,-0.43788599967956543,0.5800830125808716,0.49553999304771423
93.26300048828125,6.767000198364258,-80.48799896240234,1.149999976158142,9.588000297546387,-1.5889999866485596,0.0016659999964758754,0.0008989999769255519,0.002266000024974346,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.4756399989128113,-0.4378870129585266,0.5800920128822327,0.4954949915409088
93.26899719238281,6.76800012588501,-80.48600006103516,1.1770000457763672,9.529999732971191,-1.6579999923706055,0.005483000073581934,-0.0009369999752379954,-0.007513000164180994,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.4756450057029724,-0.4378789961338043,0.5801180005073547,0.49546700716018677
93.26300048828125,6.76800012588501,-80.49199676513672,1.0889999866485596,9.557999610900879,-1.6030000448226929,0.00021699999342672527,-0.0005649999948218465,-0.004364000167697668,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.4757159948348999,-0.437857985496521,0.5800819993019104,0.49546000361442566
93.25599670410156,6.769999980926514,-80.49400329589844,1.128999948501587,9.524999618530273,-1.6339999437332153,-0.0015030000358819962,-0.0028520000632852316,-0.012749000452458858,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.47569799423217773,-0.43787500262260437,0.5800939798355103,0.4954470098018646
93.26200103759766,6.77400016784668,-80.49500274658203,1.1440000534057617,9.567000389099121,-1.5980000495910645,0.0010550000006332994,-0.0015160000184550881,0.00184299994725734,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.4756790101528168,-0.4379119873046875,0.5800700187683105,0.49546098709106445
93.26399993896484,6.770999908447266,-80.49600219726562,1.1950000524520874,9.538999557495117,-1.63100004196167,-0.0010689999908208847,-0.0009879999561235309,-0.00036800000816583633,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.47567299008369446,-0.43792399764060974,0.5800700187683105,0.4954560101032257
93.26300048828125,6.769999980926514,-80.4990005493164,1.1779999732971191,9.550000190734863,-1.5759999752044678,-0.0013640000252053142,0.00012199999764561653,0.0031469999812543392,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.4756779968738556,-0.43791499733924866,0.5800840258598328,0.4954429864883423
93.26300048828125,6.770999908447266,-80.5,1.1150000095367432,9.54800033569336,-1.5850000381469727,-0.0011249999515712261,-0.0009510000236332417,0.0011690000537782907,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.47566598653793335,-0.43792200088500977,0.5800939798355103,0.49543601274490356
93.26599884033203,6.771999835968018,-80.4990005493164,1.1239999532699585,9.53600025177002,-1.590000033378601,-0.001976999919861555,0.0009280000231228769,0.001585999969393015,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.4756619930267334,-0.43794000148773193,0.580079972743988,0.4954400062561035
93.26399993896484,6.7729997634887695,-80.49800109863281,1.1549999713897705,9.54699993133545,-1.5729999542236328,-0.0011630000080913305,0.0003239999932702631,0.002171000000089407,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.4756700098514557,-0.43794798851013184,0.5800830125808716,0.49542298913002014
93.26799774169922,6.770999908447266,-80.50199890136719,1.156000018119812,9.531999588012695,-1.6019999980926514,-0.0017340000486001372,-0.0003659999929368496,0.0020830000285059214,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.4756920039653778,-0.43797099590301514,0.580079972743988,0.49538400769233704
93.27200317382812,6.770999908447266,-80.50599670410156,1.180999994277954,9.529000282287598,-1.6019999980926514,-0.000737000023946166,0.0005970000056549907,0.0010489999549463391,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.47565600275993347,-0.43800100684165955,0.5801029801368713,0.49536600708961487
93.27400207519531,6.7729997634887695,-80.50700378417969,1.152999997138977,9.54699993133545,-1.6009999513626099,-0.0005929999751970172,0.0011149999918416142,-0.0005569999921135604,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.4756549894809723,-0.4379979968070984,0.5801180005073547,0.49535098671913147
93.27799987792969,6.775000095367432,-80.50499725341797,1.1230000257492065,9.555000305175781,-1.5889999866485596,0.0006220000213943422,0.00013600000238511711,-0.0012309999438002706,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.4756320118904114,-0.438042014837265,0.5801389813423157,0.4953109920024872
