Yaw,Pitch,Roll,X Accel,Y Accel,Z Accel,X Rate,Y Rate,Z Rate,Magnetic X,Magnetic Y,Magnetic Z,Gravity X,Gravity Y,Gravity Z,Q1,Q2,Q3,Q4
-77.35800170898438,-4.396999835968018,-1.4420000314712524,-0.7129999995231628,0.25,-9.354999542236328,0.00033099998836405575,-0.0011149999918416142,9.999999747378752e-06,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.03375000134110451,-0.022105999290943146,-0.6248199939727783,0.7797260284423828
-77.35900115966797,-4.394000053405762,-1.437999963760376,-0.7570000290870667,0.2460000067949295,-9.371000289916992,0.0003910000086762011,-0.0009850000496953726,-3.899999865097925e-05,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.03375399857759476,-0.02208700031042099,-0.6248670220375061,0.7796890139579773
-77.36900329589844,-4.394000053405762,-1.437999963760376,-0.7559999823570251,0.24400000274181366,-9.348999977111816,-0.0007830000249668956,-0.0002640000020619482,-0.0002800000074785203,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.03375900164246559,-0.022047000005841255,-0.6249070167541504,0.7796570062637329
-77.36699676513672,-4.394000053405762,-1.4429999589920044,-0.7680000066757202,0.2460000067949295,-9.322999954223633,-9.40000027185306e-05,-0.0002119999990100041,-0.0005019999807700515,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.03377100080251694,-0.022071000188589096,-0.6248869895935059,0.7796720266342163
-77.36000061035156,-4.400000095367432,-1.440999984741211,-0.7390000224113464,0.22499999403953552,-9.371999740600586,8.499999967170879e-05,-0.00011600000289035961,-0.0002479999966453761,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.03377300128340721,-0.02207300066947937,-0.624845027923584,0.7797060012817383
-77.36299896240234,-4.396999835968018,-1.444000005722046,-0.7639999985694885,0.257999986410141,-9.366000175476074,-0.00030700000934302807,-0.00023700000019744039,0.00021600000036414713,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.03381999954581261,-0.022091999650001526,-0.624862015247345,0.7796890139579773
-77.36299896240234,-4.3979997634887695,-1.4450000524520874,-0.6909999847412109,0.21899999678134918,-9.368000030517578,-0.0007849999819882214,0.000375000003259629,0.0005510000046342611,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.03378000110387802,-0.02202500030398369,-0.6248499751091003,0.7797020077705383
-77.36100006103516,-4.386000156402588,-1.440000057220459,-0.7250000238418579,0.23199999332427979,-9.375,0.000737000023946166,-0.000775999971665442,-0.00037399999564513564,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.033764999359846115,-0.022061999887228012,-0.6247789859771729,0.7797589898109436
-77.35600280761719,-4.388000011444092,-1.4479999542236328,-0.703000009059906,0.24400000274181366,-9.37399959564209,0.0004659999976865947,-0.0009139999747276306,-7.000000096013537e-06,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.0337349995970726,-0.02203099988400936,-0.6248610019683838,0.779695987701416
-77.3759994506836,-4.390999794006348,-1.4490000009536743,-0.7580000162124634,0.27000001072883606,-9.354999542236328,0.00013099999341648072,-0.00040099999750964344,-0.000610999995842576,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.03377800062298775,-0.022029999643564224,-0.6249309778213501,0.7796379923820496
