Yaw,Pitch,Roll,X Accel,Y Accel,Z Accel,X Rate,Y Rate,Z Rate,Magnetic X,Magnetic Y,Magnetic Z,Gravity X,Gravity Y,Gravity Z,Q1,Q2,Q3,Q4
-73.34600067138672,-1.3509999513626099,-3.140000104904175,-0.19900000095367432,0.5270000100135803,-9.305000305175781,-0.0021089999936521053,0.0011630000080913305,0.0006600000197067857,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.028989000245928764,0.006895999889820814,-0.5972340106964111,0.8015140295028687
-73.33899688720703,-1.3569999933242798,-3.1459999084472656,-0.30399999022483826,0.5120000243186951,-9.324999809265137,0.0015800000401213765,8.099999831756577e-05,2.9999999242136255e-05,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.02907700091600418,0.006912999786436558,-0.5971810221672058,0.8015499711036682
-73.41600036621094,-1.284999966621399,-3.0940001010894775,-0.26600000262260437,0.48500001430511475,-9.3149995803833,-0.0014669999945908785,0.0004769999941345304,0.0007190000033006072,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.02835099957883358,0.007249999791383743,-0.5977349877357483,0.8011590242385864
-73.41799926757812,-1.2860000133514404,-3.0940001010894775,-0.25600001215934753,0.48399999737739563,-9.343000411987305,0.004666000138968229,-0.006380999926477671,-0.0003539999888744205,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.028377000242471695,0.007230000104755163,-0.5977460145950317,0.8011509776115417
-73.4219970703125,-1.281999945640564,-3.0989999771118164,-0.1589999943971634,0.49399998784065247,-9.348999977111816,0.0042409999296069145,-0.0015790000325068831,-0.0009459999855607748,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.02837499976158142,0.007228999864310026,-0.5977699756622314,0.8011329770088196
-73.4229965209961,-1.281999945640564,-3.0980000495910645,-0.210999995470047,0.5009999871253967,-9.324999809265137,0.0032870001159608364,-0.0015739999944344163,-0.0005280000041238964,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.028380999341607094,0.0072280000895261765,-0.5977770090103149,0.801127016544342
-73.42400360107422,-1.284999966621399,-3.0969998836517334,-0.1860000044107437,0.49799999594688416,-9.319999694824219,0.0020830000285059214,-0.0024689999409019947,-0.001184999942779541,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.028398999944329262,0.007203000131994486,-0.5978119969367981,0.80110102891922
-73.427001953125,-1.2829999923706055,-3.0999999046325684,-0.2199999988079071,0.48899999260902405,-9.36400032043457,-0.00011300000187475234,-0.0016420000465586782,0.0007190000033006072,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.028389999642968178,0.007232999894768,-0.5978149771690369,0.8010979890823364
-73.42900085449219,-1.281000018119812,-3.1019999980926514,-0.1850000023841858,0.49399998784065247,-9.342000007629395,0.0016670000040903687,-0.002773999935016036,0.0007149999728426337,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.028403999283909798,0.007215999998152256,-0.5978220105171204,0.8010929822921753
-73.43199920654297,-1.281000018119812,-3.1019999980926514,-0.20399999618530273,0.48100000619888306,-9.333000183105469,-0.001246000058017671,-0.0005740000051446259,5.900000178371556e-05,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.028385000303387642,0.007191999815404415,-0.5978479981422424,0.8010740280151367
-73.43499755859375,-1.2799999713897705,-3.1040000915527344,-0.17599999904632568,0.47699999809265137,-9.340999603271484,-0.0011259999591857195,-2.9999999242136255e-05,-0.0007379999733529985,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.028373999521136284,0.007203999906778336,-0.5978549718856812,0.8010690212249756
-73.43900299072266,-1.2799999713897705,-3.1010000705718994,-0.23199999332427979,0.5070000290870667,-9.34000015258789,-0.0018619999755173922,0.0011259999591857195,-0.001158999977633357,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.028346000239253044,0.007234000135213137,-0.5979019999504089,0.8010349869728088
-73.44100189208984,-1.2799999713897705,-3.0989999771118164,-0.21899999678134918,0.5040000081062317,-9.335000038146973,-0.0017849999712780118,0.0004180000105407089,-0.00021399999968707561,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.028356999158859253,0.007253999821841717,-0.5978929996490479,0.8010410070419312
-73.44000244140625,-1.2790000438690186,-3.1010000705718994,-0.23499999940395355,0.5220000147819519,-9.312000274658203,0.0009980000322684646,-0.0007580000092275441,0.0009730000165291131,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.028356000781059265,0.007265999913215637,-0.5978929996490479,0.8010410070419312
-73.43900299072266,-1.277999997138977,-3.1019999980926514,-0.18400000035762787,0.5070000290870667,-9.298999786376953,0.0013040000339969993,2.499999936844688e-05,0.0005419999943114817,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.028353000059723854,0.007278000004589558,-0.5978839993476868,0.8010479807853699
-73.43900299072266,-1.274999976158142,-3.1040000915527344,-0.1469999998807907,0.5009999871253967,-9.322999954223633,0.0033599999733269215,-0.0017890000017359853,-3.9999998989515007e-05,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.02833399921655655,0.007304999977350235,-0.5978749990463257,0.8010550141334534
-73.43699645996094,-1.2740000486373901,-3.0950000286102295,-0.2160000056028366,0.4620000123977661,-9.35099983215332,0.0004140000091865659,0.00018400000408291817,-0.0006799999973736703,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.028297999873757362,0.007249999791383743,-0.5978779792785645,0.8010550141334534
-73.43900299072266,-1.2660000324249268,-3.1029999256134033,-0.1860000044107437,0.5360000133514404,-9.300999641418457,0.0003859999997075647,0.0028019999153912067,-0.0010239999974146485,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.028286999091506004,0.007408000063151121,-0.5979170203208923,0.8010249733924866
-73.44400024414062,-1.2740000486373901,-3.0880000591278076,-0.24899999797344208,0.4569999873638153,-9.35200023651123,0.006517000030726194,-0.005032999906688929,-6.70000008540228e-05,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.028308000415563583,0.007385999895632267,-0.597944974899292,0.8010029792785645
-73.4469985961914,-1.2740000486373901,-3.0950000286102295,-0.1860000044107437,0.48399999737739563,-9.32699966430664,0.005869999993592501,-0.006978999823331833,-0.0006830000202171504,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.028307000175118446,0.007286000065505505,-0.5979589819908142,0.8009939789772034
-73.44999694824219,-1.2699999809265137,-3.1019999980926514,-0.22499999403953552,0.5479999780654907,-9.312999725341797,0.0024999999441206455,-0.0028589998837560415,0.00030499999411404133,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.02834000065922737,0.007230999879539013,-0.5979679822921753,0.8009870052337646
-73.45099639892578,-1.274999976158142,-3.1010000705718994,-0.18700000643730164,0.5490000247955322,-9.317999839782715,-0.0006370000191964209,0.0019460000330582261,-0.0007939999923110008,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.028317999094724655,0.007242999970912933,-0.5979819893836975,0.8009769916534424
-73.4540023803711,-1.2730000019073486,-3.1010000705718994,-0.2029999941587448,0.5249999761581421,-9.3100004196167,0.00559200020506978,-0.004129999782890081,0.0011950000189244747,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137,-0.02830900065600872,0.007282999809831381,-0.5979999899864197,0.8009629845619202
